INC_CRC|BUSINESS_NAME|LATITUDE|LONGITUDE|LIC_NAME|STR_NAME|UNIT_NO|POSTCODE|LEVEL_NO
7B239E892D7B2A10|starbucks coffee|103.857007335616|1.29145526810891|STARBUCKS COFFEE SINGAPORE PTE. LTD.|RAFFLES BOULEVARD||39594|
7B239E89B83F48A5|PIZZA HUT|103.857007335616|1.29145526810891|PIZZA HUT SINGAPORE PTE LTD|RAFFLES BOULEVARD|211|39594|3
7B239E89E9CF9737|MCDONALD`S|103.857007335616|1.29145526810891|HANBAOBAO PTE. LTD.|RAFFLES BOULEVARD||39594|
7B239E89852BC642|QI JI|103.857007335616|1.29145526810891|QI JI GOURMET PTE. LTD.|RAFFLES BOULEVARD|6|39594|1
7B239E8978327480|THE BEACON|103.857007335616|1.29145526810891|THE BEACON ROOM PTE. LTD.|RAFFLES BOULEVARD|1/2|39594|1
7B239E8929E03EAE|MEI HEONG YUEN DESSERT|103.857007335616|1.29145526810891|WAH FENG PTE. LTD.|RAFFLES BOULEVARD|207|39594|3
7B239E897936AEBD||103.857007335616|1.29145526810891|KITCHEN PROJECT LLP|RAFFLES BOULEVARD||39594|
7B239E897008C8B6|WNK F&B MANAGEMENT PTE. LTD.|103.857007335616|1.29145526810891|WNK F&B MANAGEMENT PTE. LTD.|RAFFLES BOULEVARD||39594|
7B239E89E8B12F23|Cafe Mocha|103.857007335616|1.29145526810891|SINGAPORE MANDARIN INTERNATIONAL HOTELS PTE LTD|RAFFLES BOULEVARD||39594|
7B239E892870E735|MOUTH RESTAURANT|103.857007335616|1.29145526810891|MOUTH RESTAURANT PTE LTD|RAFFLES BOULEVARD|200|39594|2
7B239E8931DB6F9A|GYU KAKU|103.857007335616|1.29145526810891|REINS INTERNATIONAL (SINGAPORE) PTE. LTD.|RAFFLES BOULEVARD|106|39594|2
7B239E896C8FF816|ROLLINGRICE|103.857007335616|1.29145526810891|ROLLING RICE SINGAPORE PTE. LTD.|RAFFLES BOULEVARD|105A|39594|2
7B239E89A1CA122A|4FINGERS CRISPY CHICKEN|103.857007335616|1.29145526810891|4FINGERS SINGAPORE PTE. LTD.|RAFFLES BOULEVARD|183A|39594|2
7B239E898FDC26FB|BAN MIAN & FISH SOUP|103.857007335616|1.29145526810891|SHUANG LONG FOOD ENTERPRISE PTE. LTD.|RAFFLES BOULEVARD|101|39594|4
7B239E897B70E269|ASTONS STEAK & SALAD|103.857007335616|1.29145526810891|ASTON FOOD & BEVERAGE SPECIALTIES PTE LTD|RAFFLES BOULEVARD|146|39594|3
7B239E897DF9FB13|TENKAICHI RESTAURANT|103.857007335616|1.29145526810891|TENKAICHI RESTAURANT PTE. LTD.|RAFFLES BOULEVARD|129|39594|3
7B239E89087EA7B6|CHIC A BOO|103.857007335616|1.29145526810891|TRIPLE J FOOD WORKS PTE. LTD.|RAFFLES BOULEVARD|147|39594|3
7B239E896E9C0FFA|PORORO PARK SG|103.857007335616|1.29145526810891|DREAMUS EDUTAINMENT PTE LTD|RAFFLES BOULEVARD|29|39594|2
7B239E89C35F2A84||103.857007335616|1.29145526810891|G&C FOOD INVESTMENT PTE. LTD.|RAFFLES BOULEVARD|27/28|39594|2
7B239E89831137F4|BEYOND PANCAKES|103.857007335616|1.29145526810891|AVIDO PTE. LTD.|RAFFLES BOULEVARD|131A|39594|3
7B239E892565976B|GONG CHA|103.857007335616|1.29145526810891|GONG CHA (SINGAPORE) PTE. LTD.|RAFFLES BOULEVARD|212|39594|3
7B239E8962591382|COSY CORNER|103.857007335616|1.29145526810891|LEYAU YEN HONG|RAFFLES BOULEVARD|30|39594|1
7B239E8939FDC369|PASTA E FORMAGGIO|103.857007335616|1.29145526810891|PASTA E CREMA PTE. LTD|RAFFLES BOULEVARD|100A|39594|2
7B239E898B1FE99A|7 ELEVEN|103.857007335616|1.29145526810891|COLD STORAGE SINGAPORE (1983) PTE LTD|RAFFLES BOULEVARD|206|39594|3
7B239E89A919BE28|7 ELEVEN|103.857007335616|1.29145526810891|COLD STORAGE SINGAPORE (1983) PTE LTD|RAFFLES BOULEVARD|206|39594|1
7B239E893900BD46|lounge|103.857007335616|1.29145526810891|SPORE MANDARIN INT'L HOTELS PTE LT|RAFFLES BOULEVARD||39594|
1312259D2C8270E1|TOAST JUNCTION|103.853470087637|1.2870879049108|FOOD JUNCTION SINGAPORE PTE LTD|FULLERTON ROAD|5|49215|1
1312259DB168E423|7 ELEVEN|103.853470087637|1.2870879049108|COLD STORAGE SINGAPORE (1983) PTE LTD|FULLERTON ROAD|04A|49215|1
1312259D84950C8B|The Rooftop 1919 WaterboatHouse|103.853470087637|1.2870879049108|BOATHOUSE PTE. LTD.|FULLERTON ROAD|1|49215|3
5279FD4A2FF00DA8|HARRIANNS NONYA TABLE|103.851838945741|1.28298072623658|HARRIANN'S PTE. LTD.|COLLYER QUAY|3/4|49315|B1
5279FD4AF53636BB|PAUL BAKERY|103.851838945741|1.28298072623658|PAUL SINGAPORE PTE. LTD.|COLLYER QUAY|1/2|49315|B1-
5279FD4AF7BFC1FB|PAUL BAKERY|103.851838945741|1.28298072623658|PAUL SINGAPORE PTE. LTD.|COLLYER QUAY|1|49315|1
5279FD4AA65ADEF6|Z.CAFE|103.851838945741|1.28298072623658|FOOD CONCEPTS GROUP SINGAPORE PTE LTD|COLLYER QUAY|2|49315|1
5279FD4A1567D164|PHO STREET|103.851838945741|1.28298072623658|PHO STREET RESTAURANT PTE. LTD.|COLLYER QUAY|5|49315|B1
5279FD4AD7F0C53E|NOOD FOOD|103.851838945741|1.28298072623658|PURE FITNESS (OFC) PTE. LTD.|COLLYER QUAY|1|49315|4
5279FD4ADEF5F169|THE COFFEE ACADEMICS|103.851838945741|1.28298072623658|THE COFFEE ACADEMICS OFC PTE. LTD.|COLLYER QUAY|3|49315|1
FEC1479BD2AE2715|JU FU LOU PTE LTD|103.852058870501|1.28361982390822|JU FU LOU PTE LTD|COLLYER QUAY|27|49317|1
FEC1479BC13668C7|STRANGERS@WORK|103.852058870501|1.28361982390822|THE CHERRY BELT (PTE.) LTD.|COLLYER QUAY|21|49317|1
FEC1479B5D33B5E1|lee|103.852058870501|1.28361982390822|LEE WEI SHENG|COLLYER QUAY|32|49317|1
FEC1479B27DB4FF2|ARCADE FRUITS|103.852058870501|1.28361982390822|CHAW CHUN HAW|COLLYER QUAY|33|49317|1
FEC1479B56580B64|-|103.852058870501|1.28361982390822|S-CITY CAFE PTE LTD|COLLYER QUAY|25|49317|3
FEC1479B094FDDC7|MARYLEE`S CORNER|103.852058870501|1.28361982390822|LEE SIEW KIEN|COLLYER QUAY|31|49317|1
FEC1479BC284B7C1|HUP LEE Cafeteria|103.852058870501|1.28361982390822|LEE WEI GUAN|COLLYER QUAY|35/36|49317|1
FEC1479BA86BEBDD|KOI TH? SINGAPORE|103.852058870501|1.28361982390822|KOI THE SINGAPORE PTE. LTD.|COLLYER QUAY|12|49317|1
10F6D6AF443DF464|burger king|103.852448871775|1.28413252172634|BURGER KING SINGAPORE PTE. LTD.|COLLYER QUAY|1/2|49318|1
10F6D6AFEEA8638C|COUNTRY CHICKEN SINGAPORE PTE LTD|103.852448871775|1.28413252172634|COUNTRY CHICKEN SINGAPORE PTE. LTD.|COLLYER QUAY|10|49318|1
10F6D6AF61C1B80D|THE SANDWICH SHOP|103.852448871775|1.28413252172634|THE SANDWICH SHOP (HITACHI) PTE. LTD.|COLLYER QUAY|4|49318|1
10F6D6AFAB972DA4|LITTLE CAESARS PIZZA|103.852448871775|1.28413252172634|PALM TREE FOODS PTE. LTD.|COLLYER QUAY|5|49318|1
0EBE37F1646369A1|KINKI RESTAURANT + BAR|103.8535571786|1.28250873055048|KITCHEN LANGUAGE PTE. LTD.|COLLYER QUAY|2|49323|2
0EBE37F1B443E8E3|LONGTAIL|103.8535571786|1.28250873055048|CHAO PHRAYA COMPANY PTE. LTD.|COLLYER QUAY|3|49323|1
0EBE37F11787A26B|BARNACLES PTE LTD|103.8535571786|1.28250873055048|BARNACLES PTE. LTD.|COLLYER QUAY|1|49323|1
0EBE37F1026230C9|sabai|103.8535571786|1.28250873055048|CHAOYING COMPANY PTE LTD|COLLYER QUAY|2|49323|1
E9C61DD75FF33E1F|FUN TEA|103.852922846437|1.28302086558596|FUN TOAST PTE LTD|COLLYER QUAY|12|49325|2
E9C61DD744977529|GUACAMOLE 360 DEGREE|103.852922846437|1.28302086558596|GUACAMOLE 360 DEGREE @BAYFRONT PTE. LTD.|COLLYER QUAY|11|49325|2
46FF629ABAEA313A|MONTI|103.854016145067|1.28463720472596|1-SOLEIL PTE. LTD.|COLLYER QUAY||49327|
BF5062D4D691FE5D|Jab1|103.848933835165|1.2881429589889|NO.1 ENTERTAINMENT PTE. LTD.|CIRCULAR ROAD||49357|
F4DDE37F636567EA|Sapporo Ramen Miharu|103.859343974188|1.29296504773614|MIHARU FOOD'S SINGAPORE CO PTE LTD|RAFFLES BOULEVARD||39596|
F4DDE37FFCDF67BF|BOULEVARD CRAFTBEER|103.859343974188|1.29296504773614|BLVD HOLDING PTE. LTD.|RAFFLES BOULEVARD|23&25|39596|1
F4DDE37FD25DB937|THAI AFFAIR MILLENIA WALK|103.859343974188|1.29296504773614|THAI AFFAIR PTE. LTD.|RAFFLES BOULEVARD|103|39596|1
F4DDE37FF4DAFDEB|TOKYO CHOPPED SALAD|103.859343974188|1.29296504773614|YCP DINING SINGAPORE PTE. LTD.|RAFFLES BOULEVARD|102|39596|1
F4DDE37F8FE0B574|TEPPEI SYUKUDO|103.859343974188|1.29296504773614|YCP DINING SINGAPORE PTE. LTD.|RAFFLES BOULEVARD|105|39596|1
F4DDE37FF70C1F66|TSURU-KOSHI UDON|103.859343974188|1.29296504773614|GS RESTAURANTS PTE. LTD.|RAFFLES BOULEVARD|88/89|39596|1
F4DDE37FE6B0968E|UMA UMA|103.859343974188|1.29296504773614|Iki Concepts Pte Ltd|RAFFLES BOULEVARD|6|39596|2
F4DDE37F8F099A78|DONERGY PTE LTD|103.859343974188|1.29296504773614|DONERGY PTE. LTD.|RAFFLES BOULEVARD|90|39596|1
F4DDE37F58D65A70|SBCD Korean Tofu House|103.859343974188|1.29296504773614|SBCD MW PTE. LTD.|RAFFLES BOULEVARD|114|39596|1
F4DDE37FDD515411|MIYAKO JAPANESE RESTAURANT|103.859343974188|1.29296504773614|KAWAII KOGYO PTE. LTD.|RAFFLES BOULEVARD|10|39596|2
F4DDE37F8261FF40|pullman bakery|103.859343974188|1.29296504773614|PULLMAN SINGAPORE PTE. LTD.|RAFFLES BOULEVARD|97/98|39596|1
F4DDE37F0B29EB57|MOS BURGER|103.859343974188|1.29296504773614|MOS FOODS SINGAPORE PTE. LTD.|RAFFLES BOULEVARD||39596|
F4DDE37FFB50EB8C|PAULANER BRAUHAUS|103.859343974188|1.29296504773614|PAULANER BRAUHAUS SINGAPORE PTE LTD|RAFFLES BOULEVARD||39596|
F4DDE37F1CE74731|PAULANER|103.859343974188|1.29296504773614|PAULANER BRAUHAUS SINGAPORE PTE LTD|RAFFLES BOULEVARD|1|39596|1
839863345EB1611D|shiraishi|103.860047271338|1.29071831886856|SHIRAISHI FOOD ENTERPRISES PTE LTD|RAFFLES AVENUE|1/3|39799|3
B47816E943750C51|makansutra|103.855665762299|1.2895095711086|MAKANSUTRA GLUTTONS BAY PTE. LTD|RAFFLES AVENUE|15|39802|1
B47816E9915E81C2|drink stall|103.855665762299|1.2895095711086|MAKANSUTRA GLUTTONS BAY PTE. LTD|RAFFLES AVENUE|15|39802|1
B47816E92F912438|dessert|103.855665762299|1.2895095711086|MAKANSUTRA GLUTTONS BAY PTE. LTD|RAFFLES AVENUE|15|39802|1
B47816E9AEB19CB5|SYIFA'' SATAY|103.855665762299|1.2895095711086|Syifa' Satay Limited Liability Partnership|RAFFLES AVENUE|15|39802|1
B47816E9068482FE||103.855665762299|1.2895095711086|KHAIRIANI BTE AB KARIM|RAFFLES AVENUE|15|39802|1
B47816E936602DC3|MATAHARI CHICKEN RICE|103.855665762299|1.2895095711086|Muhd Zulkifli Bin Abd Rahman|RAFFLES AVENUE|15|39802|1
B47816E9EF7B00F1|chicken wing|103.855665762299|1.2895095711086|LIM BEE KIAN ANNIE|RAFFLES AVENUE|15|39802|1
B47816E95929FB29|MEATSMITH WESTERN BBQ|103.855665762299|1.2895095711086|BURNT ENDS RESTAURANT PTE LTD|RAFFLES AVENUE|15|39802|1
B47816E94152CC85|HONG KONG STREET OLD CHUN KEE|103.855665762299|1.2895095711086|HONG KONG STREET OLD CHUN KEE PTE. LTD.|RAFFLES AVENUE|15|39802|1
B47816E94C0CE1EF|XIN FU YUM CHA|103.855665762299|1.2895095711086|SWATOW SEAFOOD CHAIN PTE. LTD.|RAFFLES AVENUE|15|39802|1
B47816E9374AF898|KEBABCHI|103.855665762299|1.2895095711086|KEBABCHI F&B PTE. LTD.|RAFFLES AVENUE|15|39802|1
B47816E99467ACD0|BB KIA STINGRAY|103.855665762299|1.2895095711086|HKS OLD CHUN KEE PTE. LTD.|RAFFLES AVENUE|15|39802|1
B47816E912867894|-|103.855665762299|1.2895095711086|TAN MUI LAN|RAFFLES AVENUE|K6|39802|1
B47816E9DEBCA5B4|orgo|103.855665762299|1.2895095711086|ORGO PTE LTD|RAFFLES AVENUE|1|39802|4
B47816E96241BC22|OHARA FIRM|103.855665762299|1.2895095711086|PY GLOBAL PTE. LTD.|RAFFLES AVENUE|K5|39802|1
B47816E99925D51D|NOOSH HALAL NOODLE BAR & GRILL|103.855665762299|1.2895095711086|DUA GROUP PTE LTD|RAFFLES AVENUE|13B|39802|1
B47816E9EBF3C16C|JIAK MODERN TZECHAR|103.855665762299|1.2895095711086|J.I.@.K PTE. LTD.|RAFFLES AVENUE|14|39802|2
B47816E91468A3BF|WAH KEE BIG PRAWN NOODLE|103.855665762299|1.2895095711086|WAH KEE BIG PRAWN NOODLE PTE. LTD.|RAFFLES AVENUE|13C|39802|1
B47816E938F376CE|HAWKER|103.855665762299|1.2895095711086|HAWKER QSR PTE. LTD.|RAFFLES AVENUE|13E|39802|1
B47816E9D9EA85ED|ALTER EGO|103.855665762299|1.2895095711086|TANDEM COLLECTIVE PTE LTD|RAFFLES AVENUE|13D|39802|1
B47816E9088F5353|NO SIGNBOARD SEAFOOD RESTAURANT|103.855665762299|1.2895095711086|NO SIGNBOARD HOLDINGS LTD|RAFFLES AVENUE|14/16|39802|1
B47816E924E4F89A|THE EXCISEMAN PTE LTD|103.855665762299|1.2895095711086|THE EXCISEMAN PTE. LTD.|RAFFLES AVENUE|27|39802|2
08FCB09B76253D88|SUBWAY|103.862406946176|1.29034627153042|ZETA SUBS PTE. LTD.|RAFFLES AVENUE|07B|39803|1
08FCB09BAC87BEB4|JUS JUICE|103.862406946176|1.29034627153042|STRACO LEISURE PTE. LTD.|RAFFLES AVENUE|06A|39803|1
08FCB09B4D3217DB|FISH BALL NOODLES|103.862406946176|1.29034627153042|HAN RIVER BARBEQUE RESTAURANT PTE LTD|RAFFLES AVENUE|9|39803|1
08FCB09B0B5663EB|DAILY KOPI|103.862406946176|1.29034627153042|STRACO LEISURE PTE. LTD.|RAFFLES AVENUE|06B|39803|1
50A546148B9BA98F|FUN TOAST|103.848648784538|1.28206895501113|FUN TOAST @ TELOK AYER PTE. LTD.|CROSS STREET|2|48416|B1
0AA972DB68050724|TA LU PRAWN NOODLES|103.846702684575|1.28415741674638|NG NYIN LEONG|CROSS STREET|50|48421|1
4DECD7FD1A3E706E|8 SONS|103.847418081572|1.28377016021702|IL LIDO PTED LTD|CROSS STREET||48422|
4DECD7FD826609DF|IPOH NEW TOWN CAFE|103.847418081572|1.28377016021702|I'POH C&T LLP|CROSS STREET|1/2|48422|1
4DECD7FDC6C5A50A|ESCO BISTRO BAR|103.847418081572|1.28377016021702|ESCO BISTRO BAR PTE. LTD.|CROSS STREET|23/24|48422|1
4DECD7FDEABA3D65|SUSHI-TEI|103.847418081572|1.28377016021702|SUSHI-TEI PTE LTD|CROSS STREET|28|48422|1
4DECD7FD2A7B0D60|GUO FU ZHEN GUO|103.847418081572|1.28377016021702|GUO FU  PTE LTD|CROSS STREET||48422|
4F6034C63EF26151|MA LA XIANG GUO|103.849281773327|1.28289703464473|SHUN DA FOOD PTE. LTD.|TELOK AYER STREET|8/18|48441|1
4F6034C69AD38B7A|CHUNKY CRABS|103.849281773327|1.28289703464473|FOODALICIOUS CONCEPTS PTE. LTD.|TELOK AYER STREET|06A|48441|1
4F6034C6A5D7C796|SIAM SENSATION THAI CUISINE|103.849281773327|1.28289703464473|SHIVSHIL CUISINE PTE. LTD.|TELOK AYER STREET|5|48441|1
D4978060E341DE36|JIN FINE DINING|103.848645398988|1.28300040113333|JIN FINE DINING PTE. LTD.|TELOK AYER STREET|2|48464|1
95BF086F2AD7D954|MAKAAN MUMBAI|103.848590127262|1.28271456970625|PESHWAI FOODS PTE LTD|TELOK AYER STREET|1|48468|1
95BF086FA86B52C0|KOREAN CHINESE RESTSURANT|103.848590127262|1.28271456970625|FACE OF THE ORIENT PTE LTD|TELOK AYER STREET|1|48472|1
64F4459DFD7D7ED7|MCDONALD`S|103.849836309927|1.28578886621985|HANBAOBAO PTE. LTD.|SOUTH CANAL ROAD||48508|
67DF8A5E90E32EC9|LOTUS TEA HOUSE|103.844241655574|1.28149439309108|EE TIANG HWEE|SOUTH BRIDGE ROAD||58840|
D3751604D07F1BCE|CHINESE OPERA TEA HOUSE|103.844635333087|1.28189076095066|CHINESE THEATRE CIRCLE LIMITED|SMITH STREET||58919|
428350C420CDDA73|KENN'S FOODHOUSE|103.844461279377|1.28198631872337|KENN'S FOODHOUSE PTE. LTD.|SMITH STREET||58927|
782FA24D87CE5A99|Xie Lao Song|103.844602176653|1.28221997253529|XIE LAO SONG PTE. LTD.|SMITH STREET||58930|
C11DDD0A380E43AB|LAN ZHOU LA MIAN|103.844336907547|1.28205644914593|WONG SENG WAI|SMITH STREET||58933|
E3CE95A654ABF98A|XIAO LONG KAN|103.844516710553|1.28226849751616|SAN GUO DINING PTE. LTD.|SMITH STREET||58934|
1B2524A8A1C9536F|CO BA QUAN PTE LTD|103.844296252362|1.28207915521132|CO BA QUAN PTE LTD|SMITH STREET||58935|
26820898A47EAAAC|Northeast Mom Spring Pancake|103.844255915258|1.28210178078624|HUI SHANG PTE. LTD.|SMITH STREET||58937|
452EB963BFACF2FC|YU LE LE|103.844348362543|1.28236607651163|HAPPY FISH F&B PTE LTD|SMITH STREET||58942|
946DC97662614615|TEN DOLLAR CLUB BAR AND BISTRO|103.843999039688|1.2822165331226|TEN DOLLAR CLUB PTE. LTD.|SMITH STREET|2|58948|1
032271431D694965|FATTY WENG RESTAURANT|103.843902885605|1.28230091257912|FATTY WENG RESTAURANT PTE LTD|SMITH STREET||58950|
1B626524926B4AC5|tiong bahru boneless chicken rice|103.843412400768|1.28289550284733|TAN SEOK LUAN|SMITH STREET||58961|
3EBDCF7A3A38DB05|Tan Kah Sharks Fin|103.843287820414|1.28296799451628|TAM WANG KEI|SMITH STREET||58964|
CE498F46FB89DFFD|LIAO FAN HK SOYA SAUCE CHICKEN RICE & NOODLE (CHINATOWN)|103.843005969218|1.28316148176375|LIAO FAN HK SOYA SAUCE CHICKEN RICE & NOODLE (CHINATOWN) PTE. LTD.|SMITH STREET||58971|
84250B4210944703|SWEET MUSINGS|103.844397129127|1.28178175527677|QIAN YI PTE. LTD.|SAGO STREET||59014|
545809B218C96489|OK CAFE|103.842519571017|1.28413391821378|BOH YAM SOON|PARK ROAD|68|59108|2
545809B2701AE93D|JUE WEI BAN CAI|103.842519571017|1.28413391821378|PANGOLIN INVESTMENTS PRIVATE LIMITED|PARK ROAD|29|59108|1
545809B208E7C7DA|??|103.842519571017|1.28413391821378|DA ZHONG PTE. LTD.|PARK ROAD|64|59108|1
545809B263F74756|FRAGANT AFTERTASTE|103.842519571017|1.28413391821378|GUO HAOZHANG|PARK ROAD|63|59108|1
545809B2D306E836|WEN JIA BAO|103.842519571017|1.28413391821378|WEN JIA BAO MANAGEMENT PTE LTD|PARK ROAD|62|59108|1
545809B24B7BA3DC|URBAN TOAST|103.842519571017|1.28413391821378|SAINT PARIS BAKERY PTE. LTD.|PARK ROAD||59108|
545809B269D11B76|PANCAKE DELIGHT|103.842519571017|1.28413391821378|PANGOLIN INVESTMENTS PRIVATE LIMITED|PARK ROAD|100|59108|1
545809B2F66BA069|.|103.842519571017|1.28413391821378|PANGOLIN INVESTMENTS PRIVATE LIMITED|PARK ROAD|K99A|59108|1
545809B29B85C423|BAOTIANXIA|103.842519571017|1.28413391821378|PANGOLIN INVESTMENTS PRIVATE LIMITED|PARK ROAD|K99E|59108|1
545809B2C9CF92B9|MISS CHINATOWN|103.842519571017|1.28413391821378|THE FLYING SQUIRREL PTE. LTD.|PARK ROAD|1|59108|6
545809B231776A1E|MCDONALD`S|103.842519571017|1.28413391821378|HANBAOBAO PTE. LTD.|PARK ROAD||59108|
545809B2134B75C7|LIM CHEE GUAN|103.842519571017|1.28413391821378|LIM CHEE GUAN PTE LTD|PARK ROAD|25|59108|1
60C5D6D09F55D9CF|BEE CHENG HIANG|103.843779264199|1.28352165288024|TAN CHIEW LIAN|PAGODA STREET||59228|
AD673E0ED4BCEE49|SICHUAN RESTAURANT|103.843879238876|1.28386521436377|MAN TING FANG F00D PTE LTD|PAGODA STREET||59231|
5023C6E43D468D8F|JUICY BAR|103.843708304031|1.28356351260493|GOURMET CUISINE PTE. LTD.|PAGODA STREET||59232|
16007D3D2871413C|XIANG SIGNATURE|103.843799887253|1.28391012635734|XIANG SIGNATURE PTE LTD|PAGODA STREET||59235|
9996A3944C8F6426|CHUAN GARDEN RESTAURANT|103.843607725426|1.28363412220789|CHUAN GARDEN RESTAURANT PTE. LTD.|PAGODA STREET||59238|
529B6136F40D648C|HUNG KANG TEOCHEW RESTAURANT|103.847513229823|1.28688876430446|HUNG KANG RESTAURANT (PRIVATE) LIMITED|NORTH CANAL ROAD|1|59284|1
6E4D7B5DDA1A8336|JR ENTERTAINMENT|103.847250049814|1.28701235355302|TAN AIK PHOR|NORTH CANAL ROAD||59290|
1B056E08BE0B21C1|SETTLERS CAFE|103.84702569567|1.28712786568231|SETTLER'S PTE. LTD.|NORTH CANAL ROAD||59295|
DEAB91039A6B4681|SONGFA BAK KUT TEH|103.847759618608|1.28897127914827|SONG FA BAK KUT TEH FOOD PTE. LTD.|NEW BRIDGE ROAD|1|59383|1
6BA7508FE3968E38|WANNA CUPPA|103.847696950275|1.28888525903297|CADENZA GROUP PTE. LTD.|NEW BRIDGE ROAD||59385|
C44398977AA07FC6|TIONG BAHRU HAINANESE CHICKEN RICE & CURRY RICE|103.847608877306|1.28876521504487|KOH KIM SIEW|NEW BRIDGE ROAD||59388|
FC1B43540FD0EF89|TOAST BOX|103.844697090786|1.28499883856533|BREADTALK PTE LTD|NEW BRIDGE ROAD|46|59413|1
FC1B4354B1CB6524|THYE MOH CHAN|103.844697090786|1.28499883856533|BREADTALK PTE LTD|NEW BRIDGE ROAD|45|59413|1
FC1B4354FD32F9C8|BREADTALK PTE LTD|103.844697090786|1.28499883856533|BREADTALK PTE LTD|NEW BRIDGE ROAD|27/28|59413|1
FC1B43544D8C7179|KENTUCKY FRIED CHICKEN|103.844697090786|1.28499883856533|KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD|NEW BRIDGE ROAD|35|59413|1
FC1B435442494DDF|THE COFFEE BEAN & TEA LEAF|103.844697090786|1.28499883856533|THE COFFEE BEAN & TEA LEAF (SINGAPORE) PTE LTD|NEW BRIDGE ROAD|55|59413|2
FC1B43540C52E4AF|MCDONALD`S|103.844697090786|1.28499883856533|HANBAOBAO PTE. LTD.|NEW BRIDGE ROAD|3|59413|1
FC1B43546CDE7985|KAZO|103.844697090786|1.28499883856533|BUTTER BAKERY PTE. LTD.|NEW BRIDGE ROAD|30|59413|1
FC1B4354AAA70972|PEACH GARDEN|103.844697090786|1.28499883856533|PEACH GARDEN PTE. LTD.|NEW BRIDGE ROAD|36|59413|2
FC1B435464C16789|SUBWAY|103.844697090786|1.28499883856533|AQUABLEU PTE. LTD.|NEW BRIDGE ROAD|37|59413|B1
FC1B4354FD4A9727|SEGAR RESTAURANT|103.844697090786|1.28499883856533|SEGAR RESTAURANT PTE LTD|NEW BRIDGE ROAD|39|59413|B2
FC1B4354641A9493|SONG FA BAK KUT TEH|103.844697090786|1.28499883856533|SONG FA BAK KUT TEH FOOD PTE. LTD.|NEW BRIDGE ROAD|4|59413|1
FC1B43542F02A45A|VICTOR`S KITCHEN|103.844697090786|1.28499883856533|REGAL RESTAURANT GROUP PTE. LTD.|NEW BRIDGE ROAD|33|59413|B1
FC1B435404E10118|SOON HUAT DINING HOUSE|103.844697090786|1.28499883856533|SOON HUAT DINING HOUSE PTE. LTD.|NEW BRIDGE ROAD|38|59413|2
FC1B4354EC2ACD0F|A-ONE SIGNATURES|103.844697090786|1.28499883856533|A-ONE F&B GROUP PTE LTD|NEW BRIDGE ROAD|47/49|59413|B1
FC1B43549443E912|HEETEA|103.844697090786|1.28499883856533|HEYTEA PTE. LTD.|NEW BRIDGE ROAD|46|59413|B1
FC1B4354BD858968|TONGUE TIP LANZHOU BEEF NOODLES|103.844697090786|1.28499883856533|GALA FOOD (CP) PTE. LTD.|NEW BRIDGE ROAD|43|59413|1
FC1B4354FA9E28A0|LEE MART|103.844697090786|1.28499883856533|LNC PTE. LTD.|NEW BRIDGE ROAD|37|59413|1
FC1B4354FF497F83|LOTUS KITCHEN|103.844697090786|1.28499883856533|LOTUS VEGETARIAN PTE LTD|NEW BRIDGE ROAD|1/2|59413|1
FC1B4354B4A76EFB|IROHA MART|103.844697090786|1.28499883856533|IROHA INTERNATIONAL PTE. LTD.|NEW BRIDGE ROAD|11|59413|B1
FC1B4354B730B610|U, ME & SNACKS|103.844697090786|1.28499883856533|DELIQO PTE. LTD.|NEW BRIDGE ROAD|51|59413|B1
FC1B4354EC1A9D7D|HOCKHUA TONIC PTE LTD|103.844697090786|1.28499883856533|HOCKHUA - ENG HENG TRADING PTE. LTD.|NEW BRIDGE ROAD|36|59413|B1
FC1B4354179269E3|YI CHU (CHINATOWN) PTE LTD|103.844697090786|1.28499883856533|YI CHU (CHINA TOWN) PTE. LTD.|NEW BRIDGE ROAD|45/46|59413|2
FC1B43546BB96951|AH XIN MALATANG|103.844697090786|1.28499883856533|UNCOMMON MEN PTE. LTD.|NEW BRIDGE ROAD|50B|59413|B1
FC1B435404F1A577|STUFF'D|103.844697090786|1.28499883856533|STUFF'D VENTURES PTE. LTD.|NEW BRIDGE ROAD|52C|59413|B1
FC1B4354DDFADE23|LOU YAU|103.844697090786|1.28499883856533|LOU YAU BEAN SPROUTS CHICKEN PTE. LTD.|NEW BRIDGE ROAD|52A|59413|B1
FC1B4354607A6A9A|HOT-STAR LARGE FRIED CHICKEN|103.844697090786|1.28499883856533|HJ STAR PTE. LTD.|NEW BRIDGE ROAD|52B|59413|B1
FC1B4354D249EA62|CIO ENZYME DRINK|103.844697090786|1.28499883856533|TL DE ECLAT PTE. LTD.|NEW BRIDGE ROAD|50A|59413|B1
6726AA2BF8719E67||103.849004644778|1.28786591361337|MAHADUSHI ENTERTAINMENT PTE LTD|CIRCULAR ROAD||49364|
C7D325F279896A0A|RATNASAN|103.849016146521|1.2876408153207|Nasril Bin Mohamed Nasir|CIRCULAR ROAD||49369|
81896AD706355649|KING KEBABS|103.849014545936|1.28759437257774|KING KEBABS FNB PTE. LTD.|CIRCULAR ROAD||49370|
230D99EB68F1D2A9|kelvin|103.849013888557|1.28750498968108|TOM YAM KUNGFU PTE. LTD.|CIRCULAR ROAD||49372|
